portfolio,pname,order,slug,title,state,year,place,location,field-notes,print-type,edition,edition-type,image,thumb,image-home,image-biz,width,height,homepage
zion-national-park,Zion National Park,20,waters-fall-zion-national-park,Water's Fall,Utah,2015,Zion National Park,Temple of Sinawava,This is a field note.,Pigment Ink,25,Limited,waters-fall-zion-national-park.jpg,waters-fall-zion-national-park.jpg,waters-fall-zion-national-park-home.jpg,waters-fall-zion-national-park-biz.jpg,1200,1600,N
zion-national-park,Zion National Park,10,winter-cottonwoods-zion-national-park,Winter Cottonwoods,Utah,2016,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,winter-cottonwoods-zion-national-park.jpg,winter-cottonwoods-zion-national-park.jpg,winter-cottonwoods-zion-national-park-home.jpg,winter-cottonwoods-zion-national-park-biz.jpg,2400,1720,N
zion-national-park-ancient-sands,Zion National Park,13,concretions-zion-national-park,Concretions,Utah,2013,Zion National Park,Center of the Universe,This is a field note.,Handmade Cibachrome,30,Limited,concretions-zion-national-park.jpg,concretions-zion-national-park.jpg,concretions-zion-national-park-home.jpg,concretions-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-ancient-sands,Zion National Park,7,cross-bedding-i-zion-national-park,Cross Bedding I,Utah,2015,Zion National Park,East Side,This is a field note.,Pigment Ink,25,Limited,cross-bedding-i-zion-national-park.jpg,cross-bedding-i-zion-national-park.jpg,cross-bedding-i-zion-national-park-home.jpg,cross-bedding-i-zion-national-park-biz.jpg,2400,1820,N
zion-national-park-ancient-sands,Zion National Park,8,cross-bedding-ii-zion-national-park,Cross Bedding II,Utah,2014,Zion National Park,East Side Canyon,This is a field note.,Pigment Ink,25,Limited,cross-bedding-ii-zion-national-park.jpg,cross-bedding-ii-zion-national-park.jpg,cross-bedding-ii-zion-national-park-home.jpg,cross-bedding-ii-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-ancient-sands,Zion National Park,9,cross-bedding-iii-zion-national-park,Cross Bedding III,Utah,2014,Zion National Park,Clear Creek,This is a field note.,Pigment Ink,25,Limited,cross-bedding-iii-zion-national-park.jpg,cross-bedding-iii-zion-national-park.jpg,cross-bedding-iii-zion-national-park-home.jpg,cross-bedding-iii-zion-national-park-biz.jpg,2400,1720,N
zion-national-park-ancient-sands,Zion National Park,10,curling-sands-zion-national-park,Curling Sands,Utah,2014,Zion National Park,Clear Creek,This is a field note.,Pigment Ink,25,Limited,curling-sands-zion-national-park.jpg,curling-sands-zion-national-park.jpg,curling-sands-zion-national-park-home.jpg,curling-sands-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-ancient-sands,Zion National Park,11,echoes-of-time-zion-national-park,Echoes of Time,Utah,2000,Zion National Park,Echo Canyon,This is a field note.,Handmade Cibachrome,30,Limited,echoes-of-time-zion-national-park.jpg,echoes-of-time-zion-national-park.jpg,echoes-of-time-zion-national-park-home.jpg,echoes-of-time-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-ancient-sands,Zion National Park,12,etchings-zion-national-park,Etchings,Utah,2014,Zion National Park,Tunnel View,This is a field note.,Pigment Ink,25,Limited,etchings-zion-national-park.jpg,etchings-zion-national-park.jpg,etchings-zion-national-park-home.jpg,etchings-zion-national-park-biz.jpg,1200,1600,N
zion-national-park-ancient-sands,Zion National Park,4,fire-rock-zion-national-park,Fire Rock,Utah,2014,Kolob Canyons,Middle Taylor Creek,This is a field note.,Pigment Ink,30,Limited,fire-rock-zion-national-park.jpg,fire-rock-zion-national-park.jpg,fire-rock-zion-national-park-home.jpg,fire-rock-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-ancient-sands,Zion National Park,5,moquis-marbles-zion-national-park,Moqui's Marbles,Utah,2015,Zion National Park,Wilderness,This is a field note.,Handmade Cibachrome,30,Limited,moquis-marbles-zion-national-park.jpg,moquis-marbles-zion-national-park.jpg,moquis-marbles-zion-national-park-home.jpg,moquis-marbles-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-ancient-sands,Zion National Park,1,pink-tapestry-zion-national-park,Pink Tapestry,Utah,2015,Zion National Park,Center of the Universe,This is a field note.,Handmade Cibachrome,30,Limited,pink-tapestry-zion-national-park.jpg,pink-tapestry-zion-national-park.jpg,pink-tapestry-zion-national-park-home.jpg,pink-tapestry-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-ancient-sands,Zion National Park,15,stone-tapestry-zion-national-park,Stone Tapestry,Utah,2014,Zion National Park,Wilderness,This is a field note.,Pigment Ink,25,Limited,stone-tapestry-zion-national-park.jpg,stone-tapestry-zion-national-park.jpg,stone-tapestry-zion-national-park-home.jpg,stone-tapestry-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-ancient-sands,Zion National Park,6,swirls-zion-national-park,Swirls,Utah,2014,Zion National Park,Wilderness,This is a field note.,Handmade Cibachrome,30,Limited,swirls-zion-national-park.jpg,swirls-zion-national-park.jpg,swirls-zion-national-park-home.jpg,swirls-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-ancient-sands,Zion National Park,3,the-cosmic-wall-zion-national-park,The Cosmic Wall,Utah,2017,Zion National Park,Clear Creek,This is a field note.,Handmade Cibachrome,30,Limited,the-cosmic-wall-zion-national-park.jpg,the-cosmic-wall-zion-national-park.jpg,the-cosmic-wall-zion-national-park-home.jpg,the-cosmic-wall-zion-national-park-biz.jpg,2400,1920,Y
zion-national-park-ancient-sands,Zion National Park,14,two-ply-zion-national-park,Two Ply,Utah,2015,Zion National Park,Water Pockets,This is a field note.,Pigment Ink,25,Limited,two-ply-zion-national-park.jpg,two-ply-zion-national-park.jpg,two-ply-zion-national-park-home.jpg,two-ply-zion-national-park-biz.jpg,1200,1600,N
zion-national-park-ancient-sands,Zion National Park,2,planetary-alignment-zion-national-park,Planetary Alignment,Utah,2014,Zion National Park,Center of the Universe,This is a field note.,Pigment Ink,30,Limited,planetary-alignment-zion-national-park.jpg,planetary-alignment-zion-national-park.jpg,planetary-alignment-zion-national-park-home.jpg,planetary-alignment-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-ancient-sands,Zion National Park,16,water-sculpted-sand-zion-national-park,Water Sculpted Sand,Utah,2014,Zion National Park,East Side,This is a field note.,Pigment Ink,25,Limited,water-sculpted-sand-zion-national-park.jpg,water-sculpted-sand-zion-national-park.jpg,water-sculpted-sand-zion-national-park-home.jpg,water-sculpted-sand-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-ancient-sands,Zion National Park,17,whispers-of-water-zion-national-park,Whispers of Water,Utah,2013,Zion National Park,East Side,This is a field note.,Pigment Ink,25,Limited,whispers-of-water-zion-national-park.jpg,whispers-of-water-zion-national-park.jpg,whispers-of-water-zion-national-park-home.jpg,whispers-of-water-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,17,after-the-rain-zion-national-park,After the Rain,Utah,2013,Zion National Park,Near Tunnel View,This is a field note.,Pigment Ink,25,Limited,after-the-rain-zion-national-park.jpg,after-the-rain-zion-national-park.jpg,after-the-rain-zion-national-park-home.jpg,after-the-rain-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-autumn,Zion National Park,20,alders-and-maples-zion-national-park,Alders and Maples,Utah,2012,Zion National Park,Zion Canyon,This is a field note.,Handmade Cibachrome,30,Limited,alders-and-maples-zion-national-park.jpg,alders-and-maples-zion-national-park.jpg,alders-and-maples-zion-national-park-home.jpg,alders-and-maples-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-autumn,Zion National Park,12,autumn-symphony-zion-national-park,Autumn Symphony,Utah,2005,Zion National Park,Wilderness,"Autumn Symphony was made a good ways up from the mouth of a canyon where I made the image Leaves Relaxing in Stream. I'd actually stowed my gear in an alcove and was just exploring the canyon for a possible re-hike the next day. But I came upon a small stand of maples seemingly at the height of their fall coloring and glowing in the late afternoon reflected light. Without even really finding a composition, my gut screamed Grab the Gear. and so, with a mad scramble down canyon and back up, I now had a chaotic scene before me to hopefully coax an image out of.
 
I spent a good 15-20 minutes exploring the scene. Being in a narrow finger canyon, broad compositional options were limited. I only had so much room to move along the near/far and side-to-side axis. I was primarily focused on one main tree trunk which split beautifully into two offset trunks and delicate finger branches. The color of the leaves in this general area were gorgeous. But there were 2 key challenges. First, there was a branch in the lower left which, if completely exposed would feel like a big black streak cutting through that section of the photograph. And secondly, the backdrop to the top quarter of the image was an alcove in deep shade which would likely go too dark and potential ruin a key portion of the image.
 
With these two key factors in mind I continued to explored the scene in finite detail and found that if I could set my camera up very high above me as close to the cliff face opposite the trees, I might pull off the image. I broke out my gear and set the camera as high as I could actually having to carefully pile some rocks into a little footstool to get close enough to the ground glass to compose. I then offset the camera on its bed closer to me to get some breathing room around the outer edges of the composition which forced me to lay back against the cliff face. Had anyone come walking along, it would've been an interesting scene to behold.
 
With respect to the two key challenges Id faced, the lower left branch was now acceptably obscured by some bright yellow leaves and my camera position was now high enough to minimize the deep shade problem presented by the alcove. The final challenge was actually getting out of my precarious perch to load film and then climb back up without disturbing anything to make the exposure. Luckily it all worked out and this turned out to be one of the most satisfying images of my trip that year.",Handmade Cibachrome,35,Limited,autumn-symphony-zion-national-park.jpg,autumn-symphony-zion-national-park.jpg,autumn-symphony-zion-national-park-home.jpg,autumn-symphony-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,10,blushing-brides-zion-national-park,Blushing Brides,Utah,2005,Zion National Park,Zion Canyon,"In the Fall of 2005, I made a trip out to Zion National Park hoping to have the opportunity to photograph some good fall coloring. Anticipating the height of fall color in any area can be challenging but Zion's weather extremes and dramatic topography seem to heighten its unpredictability. In addition, I had a bit of apprehension towards the trip having had a rather unpleasant experience earlier in the Spring. But a rather stressful summer in both work and personal life had me in an extreme need to reconnect with nature and Zion was a sanctuary for me.
 

 My experience in Zion was intensely rejuvenating. The frustrations of the previous Spring were swept away and I felt like I was communing with an old friend. Indian summer days, thunderstorms, and pockets of gorgeous fall color throughout the park lifted my spirits and my photography. I felt a stirring of creative receptivity that had seemed to be hibernating for over a year.
 

 I was particularly attracted to the beautiful Bigtooth Maples which were peaking throughout the Park. Exploring near the Temple of Sinawava, I'd found these two elegant trees perched up on a ledge that fortunately allowed me to photograph them with the distance canyon wall as a backdrop. When composing the image I couldn't help but feel I was arranging a portrait and it was certainly a mood of elegant beauty I wished to portray.
 

 Follow up: In 2006 I returned to Zion and decided to check in on the ""blushing brides"". A year later they were only half blushing in muted hues of orange and yellow. Such wonderful variety and change ensures return visits for many years to come.",Handmade Cibachrome,30,Limited,blushing-brides-zion-national-park.jpg,blushing-brides-zion-national-park.jpg,blushing-brides-zion-national-park-home.jpg,blushing-brides-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,13,crimson-tide-zion-national-park,Crimson Tide,Utah,2010,Zion National Park,Zion Canyon,This is a field note.,Pigment Ink,25,Limited,crimson-tide-zion-national-park.jpg,crimson-tide-zion-national-park.jpg,crimson-tide-zion-national-park-home.jpg,crimson-tide-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-autumn,Zion National Park,8,generations-zion-national-park,Generations,Utah,2019,Zion National Park,Upper East Side,This is a field note.,Handmade Cibachrome,30,Limited,generations-zion-national-park.jpg,generations-zion-national-park.jpg,generations-zion-national-park-home.jpg,generations-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,7,last-leaves-zion-national-park,Last Leaves,Utah,2013,Kolob Canyons,Taylor Creek,This is a field note.,Handmade Cibachrome,30,Limited,last-leaves-zion-national-park.jpg,last-leaves-zion-national-park.jpg,last-leaves-zion-national-park-home.jpg,last-leaves-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,4,leaf-and-yucca-zion-national-park,Leaf and Yucca,Utah,2016,Zion National Park,Kolob Canyons,This is a field note.,Handmade Cibachrome,30,Limited,leaf-and-yucca-zion-national-park.jpg,leaf-and-yucca-zion-national-park.jpg,leaf-and-yucca-zion-national-park-home.jpg,leaf-and-yucca-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,14,leaves-in-oily-water-zion-national-park,Leaves in Oily Water,Utah,2013,Zion National Park,East Side Canyon,This is a field note.,Pigment Ink,25,Limited,leaves-in-oily-water-zion-national-park.jpg,leaves-in-oily-water-zion-national-park.jpg,leaves-in-oily-water-zion-national-park-home.jpg,leaves-in-oily-water-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,9,leaves-reflecting-sky-zion-national-park,Leaves Reflecting Sky,Utah,2017,Zion National Park,Upper East Side,This is a field note.,Handmade Cibachrome,30,Limited,leaves-reflecting-sky-zion-national-park.jpg,leaves-reflecting-sky-zion-national-park.jpg,leaves-reflecting-sky-zion-national-park-home.jpg,leaves-reflecting-sky-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,15,leaves-in-stream-zion-national-park,Leaves in Stream,Utah,2005,Zion National Park,East Side Canyon,"Leaves Relaxing in Stream is technically a still life photograph because I moved some of the leaves. It was something of a tough choice for me. I was hiking Pine Creek on the upper East Side of Zion and came upon this tributary. There was a lot of natural oil seepage causing wonderful sky reflections in the slow moving water. Working my way up the canyon I came on this shallow pool of leaves. I was excited about the possibilities and moved all around working for the right composition.
 
The strongest composition required I lean my camera out over the water off the side of an embankment. I was able to work two tripod legs into the sandy earth and strategically placed my heavy camera pack across the legs to hold the camera still. The forward tripod leg is just outside the bottom image area in the water. Focusing the image was an intense balancing act and I got so warm under the dark cloth, the ground glass kept fogging up.
 
With the borders set and the image focused, I had to acknowledge two of the leaves' close proximity were an obvious distraction. I sat there for a little while and contemplated, eventually coming to the conclusion that as long as I disclosed my actions, that was acceptable in creating the image at what I believed to be its most powerful representation. This may cross some people's moral boundaries but at least they have the information to determine that. The ethics of photographic disclosure are more important than ever in this digitally dominated age. Hiding behind the non-disclosure excuse of it doesn't matter, it's art"" is a negligence of photographic trust.
 
Finally, the brilliant reflections in the water were strongest under clear blue sky. But the day was partly cloudy day and windy. Just as a set of clouds would give way to blue sky, the wind would come up rippling the water which was a problem because the low ambient light necessitated a multi-second exposure. I managed four exposures over about an hour and was very pleased with the result.",Handmade Cibachrome,30,Limited,leaves-in-stream-zion-national-park.jpg,leaves-in-stream-zion-national-park.jpg,leaves-in-stream-zion-national-park-home.jpg,leaves-in-stream-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-autumn,Zion National Park,16,luminaries-zion-national-park,Luminaries,Utah,2014,Zion National Park,Zion Canyon,This is a field note.,Handmade Cibachrome,30,Limited,luminaries-zion-national-park.jpg,luminaries-zion-national-park.jpg,luminaries-zion-national-park-home.jpg,luminaries-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,1,maple-canopy-zion-national-park,Maple Canopy,Utah,2020,Zion National Park,Clear Creek,This is a field note.,Handmade Cibachrome,30,Limited,maple-canopy-zion-national-park.jpg,maple-canopy-zion-national-park.jpg,maple-canopy-zion-national-park-home.jpg,maple-canopy-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,18,old-and-new-zion-national-park,Old and New,Utah,2013,Zion National Park,Center of the Universe,This is a field note.,Pigment Ink,25,Limited,old-and-new-zion-national-park.jpg,old-and-new-zion-national-park.jpg,old-and-new-zion-national-park-home.jpg,old-and-new-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,3,pine-and-maples-zion-national-park,Pine and Maples,Utah,2017,Zion National Park,East Side Canyon,This is a field note.,Handmade Cibachrome,30,Limited,pine-and-maples-zion-national-park.jpg,pine-and-maples-zion-national-park.jpg,pine-and-maples-zion-national-park-home.jpg,pine-and-maples-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,2,pink-and-yellow-maple-zion-national-park,Pink and Yellow Maple,Utah,2013,Zion's East Side,Clear Creek,This is a field note.,Pigment Ink,25,Limited,pink-and-yellow-maple-zion-national-park.jpg,pink-and-yellow-maple-zion-national-park.jpg,pink-and-yellow-maple-zion-national-park-home.jpg,pink-and-yellow-maple-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,5,radiant-trees-at-dusk-zion-national-park,Radiant Trees at Dusk,Utah,2012,Zion National Park,Kolob Canyons,This is a field note.,Handmade Cibachrome,30,Limited,radiant-trees-at-dusk-zion-national-park.jpg,radiant-trees-at-dusk-zion-national-park.jpg,radiant-trees-at-dusk-zion-national-park-home.jpg,radiant-trees-at-dusk-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-autumn,Zion National Park,19,tapestry-in-yellow-zion-national-park,Tapestry in Yellow,Utah,2012,Zion National Park,Kolob Canyons,This is a field note.,Pigment Ink,25,Limited,tapestry-in-yellow-zion-national-park.jpg,tapestry-in-yellow-zion-national-park.jpg,tapestry-in-yellow-zion-national-park-home.jpg,tapestry-in-yellow-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,11,three-maples-zion-national-park,Three Maples,Utah,2013,Zion National Park,Zion Canyon,This is a field note.,Pigment Ink,30,Limited,three-maples-zion-national-park.jpg,three-maples-zion-national-park.jpg,three-maples-zion-national-park-home.jpg,three-maples-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn,Zion National Park,6,transitions-zion-national-park,Transitions,Utah,2009,Zion National Park,Pine Creek,"I owe a degree of gratitude to my iPhone for this photograph. Transitions originally started out as a horizontal composition with the tree trunk moving right to left across the scene. I was exploring what was for me a new section of Zion National Park when I came upon the silvery dead tree trunk amidst a lovely palette of fallen yellow leaves and green holly-like plants illuminated under reflected light from a distant cliff face ablaze in noon-day sun. I was so taken by the warm glow and contrasting textures, I immediately threw down my gear and set up the photograph.
 
Once done with the film image, I used my iPhone to take a quick digital snapshot of the scene, wanting to share a segment of my trip with friends and family on Facebook. But, later that evening, as I went to post the image, I felt a keen sense of disappointment with the composition. Something about my positioning of the tree trunk felt artificially imposed on the scene - something I would not have futilely determined weeks later if I'd stuck strictly to film.
 
I knew immediately I needed to try again. Fortunately, the next day's weather conditions were identical and I returned to the scene with a new sense of purpose. Exploring the scene more carefully I concluded the lyrical movement in the scene I wished to convey was best represented with a perspective that gave the trunk a vertical ""S"" curve through the scene.
 
Setting up this new composition I felt humbled and thankful for the opportunity to make up for my previous day's failure of over enthusiasm. It's very common for photographers to respond too quickly to inspiration without going through the due diligence of validating the chosen composition as absolutely representing the inspiration in the strongest manner possible.
 
As if to drive home the message, the warming air in the canyon produced a gentle but unrelenting breeze that played motion havoc on the green holly bushes forcing me to wait over 90 minutes before being able to complete two successful exposures. In the end I dutifully bowed to my subject matter for, yet again, teaching me a valuable lesson in my ongoing development as a photographer.",Handmade Cibachrome,30,Limited,transitions-zion-national-park.jpg,transitions-zion-national-park.jpg,transitions-zion-national-park-home.jpg,transitions-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,12,artist-palette-zion-national-park,Artist Palette,Utah,2014,Zion National Park,Zion Canyon,This is a field note.,Pigment Ink,25,Limited,artist-palette-zion-national-park.jpg,artist-palette-zion-national-park.jpg,artist-palette-zion-national-park-home.jpg,artist-palette-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-autumn-ii,Zion National Park,8,bare-trees-and-foliage-zion-national-park,Bare Trees and Foliage,Utah,2016,Zion National Park,Temple of Sinawava,This is a field note.,Handmade Cibachrome,30,Limited,bare-trees-and-foliage-zion-national-park.jpg,bare-trees-and-foliage-zion-national-park.jpg,bare-trees-and-foliage-zion-national-park-home.jpg,bare-trees-and-foliage-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-autumn-ii,Zion National Park,13,cascades-in-yellow-zion-national-park,Cascades in Yellow,Utah,2012,Zion National Park,Kolob Canyons,This is a field note.,Pigment Ink,25,Limited,cascades-in-yellow-zion-national-park.jpg,cascades-in-yellow-zion-national-park.jpg,cascades-in-yellow-zion-national-park-home.jpg,cascades-in-yellow-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,14,cliff-and-maples-zion-national-park,Cliff & Maples,Utah,2000,Zion National Park,Tunnel View,"A lesson of good photography which Im still learning is to explore an area of interest or inspiration thoroughly. Consider all the angles and viewpoints of a particular subject. You might discover new and creative ways of seeing that can help form a personal vision of photographic expression which you can truly call your own. A combination of patience, personal persistence and a willingness to open yourself up to whats around you can pay off tremendously in your photographic work.
 

It took over 3 years for Cliff & Maples to be realized as a photograph. The primary maple tree in the image had caught my attention while waiting in a car line to go through the historic Zion Tunnel in Zion National Park. I was chasing summer thunderstorms that day and figured the maple tree might make an excellent photograph in the Fall when in color. So off I went. I returned to Zion several times paying my respects to this beautiful tree but never found the photograph that felt true to my original interest.
 

The tree never left my thoughts and when I returned once again in the Fall of 2000, I discovered what had been missing. On this particular visit I purposely sat myself down off the road and contemplated the tree and its surrounding environment. After awhile it dawned on me that the tranquility I felt was the beautiful balance of this relatively fragile maple in direct contrast to the massive sandstone cliffs that at once sheltered and threatened it. Communicating a sense of that relationship was where the real photograph was. After that rather crystallizing moment, making the actual photograph felt relatively easy.",Pigment Ink,25,Limited,cliff-and-maples-zion-national-park.jpg,cliff-and-maples-zion-national-park.jpg,cliff-and-maples-zion-national-park-home.jpg,cliff-and-maples-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,5,fertile-ground-zion-national-park,Fertile Ground,Utah,2018,Zion National Park,Main Canyon,This is a field note.,Handmade Cibachrome,30,Limited,fertile-ground-zion-national-park.jpg,fertile-ground-zion-national-park.jpg,fertile-ground-zion-national-park-home.jpg,fertile-ground-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,15,leaf-chute-zion-national-park,Leaf Chute,Utah,2013,Zion National Park,Clear Creek,This is a field note.,Handmade Cibachrome,30,Limited,leaf-chute-zion-national-park.jpg,leaf-chute-zion-national-park.jpg,leaf-chute-zion-national-park-home.jpg,leaf-chute-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,16,leaves-and-sky-zion-national-park,Leaves and Sky,Utah,2014,Zion National Park,Clear Creek,This is a field note.,Pigment Ink,25,Limited,leaves-and-sky-zion-national-park.jpg,leaves-and-sky-zion-national-park.jpg,leaves-and-sky-zion-national-park-home.jpg,leaves-and-sky-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,17,leaves-on-sandstone-zion-national-park,Leaves on Sandstone,Utah,2013,Zion National Park,Clear Creek,This is a field note.,Pigment Ink,25,Limited,leaves-on-sandstone-zion-national-park.jpg,leaves-on-sandstone-zion-national-park.jpg,leaves-on-sandstone-zion-national-park-home.jpg,leaves-on-sandstone-zion-national-park-biz.jpg,1200,1600,N
zion-national-park-autumn-ii,Zion National Park,4,leaves-like-water-zion-national-park,Leaves Like Water,Utah,2012,Zion National Park,Echo Canyon,This is a field note.,Handmade Cibachrome,20,Limited,leaves-like-water-zion-national-park.jpg,leaves-like-water-zion-national-park.jpg,leaves-like-water-zion-national-park-home.jpg,leaves-like-water-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,1,leaves-water-stone-zion-national-park,"Leaves, Water, Stone",Utah,2007,Zion National Park,Pine Creek,This is a field note.,Handmade Cibachrome,30,Limited,leaves-water-stone-zion-national-park.jpg,leaves-water-stone-zion-national-park.jpg,leaves-water-stone-zion-national-park-home.jpg,leaves-water-stone-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,2,luminous-pine-zion-national-park,Luminous Pine,Utah,2018,Zion National Park,East Side Canyon,This is a field note.,Handmade Cibachrome,30,Limited,luminous-pine-zion-national-park.jpg,luminous-pine-zion-national-park.jpg,luminous-pine-zion-national-park-home.jpg,luminous-pine-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,6,maples-in-rain-zion-national-park,Maples in Rain,Utah,2016,Zion National Park,Main Canyon,This is a field note.,Handmade Cibachrome,30,Limited,maples-in-rain-zion-national-park.jpg,maples-in-rain-zion-national-park.jpg,maples-in-rain-zion-national-park-home.jpg,maples-in-rain-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,11,morning-maples-zion-national-park,Morning Maples,Utah,2019,Zion National Park,Zion Canyon,This is a field note.,Handmade Cibachrome,20,Limited,morning-maples-zion-national-park.jpg,morning-maples-zion-national-park.jpg,morning-maples-zion-national-park-home.jpg,morning-maples-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,10,root-chaos-zion-national-park,Root Chaos,Utah,2011,Zion National Park,Upper East Side,This is a field note.,Handmade Cibachrome,20,Limited,root-chaos-zion-national-park.jpg,root-chaos-zion-national-park.jpg,root-chaos-zion-national-park-home.jpg,root-chaos-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,9,solemnity-zion-national-park,Solemnity,Utah,2019,Zion National Park,Temple of Sinawava,This is a field note.,Handmade Cibachrome,30,Limited,solemnity-zion-national-park.jpg,solemnity-zion-national-park.jpg,solemnity-zion-national-park-home.jpg,solemnity-zion-national-park-biz.jpg,2400,1920,Y
zion-national-park-autumn-ii,Zion National Park,7,trees-of-life-ii-zion-national-park,Tree of Life II,Utah,2016,Kolob Canyons,Taylor Creek South,This is a field note.,Handmade Cibachrome,30,Limited,trees-of-life-ii-zion-national-park.jpg,trees-of-life-ii-zion-national-park.jpg,trees-of-life-ii-zion-national-park-home.jpg,trees-of-life-ii-zion-national-park-biz.jpg,2400,1920,Y
zion-national-park-autumn-ii,Zion National Park,3,trees-of-life-i-zion-national-park,Trees of Life I,Utah,2013,Zion National Park,East Side Canyon,This is a field note.,Handmade Cibachrome,30,Limited,trees-of-life-i-zion-national-park.jpg,trees-of-life-i-zion-national-park.jpg,trees-of-life-i-zion-national-park-home.jpg,trees-of-life-i-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-autumn-ii,Zion National Park,18,twilight-maples-zion-national-park,Twilight Maples,Utah,2014,Zion National Park,Clear Creek,This is a field note.,Handmade Cibachrome,30,Limited,twilight-maples-zion-national-park.jpg,twilight-maples-zion-national-park.jpg,twilight-maples-zion-national-park-home.jpg,twilight-maples-zion-national-park-biz.jpg,2400,1920,Y
zion-national-park-watercourse-way,Zion National Park,6,a-moment-in-time-zion-national-park,A Moment in Time,Utah,1997,Zion National Park,Pine Creek,"I chose the Ansel Adams quote at right because it was this exact sentiment that enveloped me when I discovered this image. I was in the middle of a seven hour drive from Park City, Utah to Page, Arizona when I decided to stop and explore a river creek area as a temporary reprieve to the long drive. What I intended to be a 15 minute rest turned into a very intense 3 hour photography session.
 
The weather conditions at the time were relatively warm days and very cold nights following a rain storm that had deluged the area about a week earlier. Along a 400 yard shaded stretch of the river bed, high water had apparently frozen shortly after the storms passing with subsequent cycles of partial melting and freezing throughout the week. The result was a garden of ice shaped into patterns and forms of such exquisite beauty I wonder if Ill ever encounter anything quite like it again.
 
A Moment in Time is my best representation of the natural artistry at work in that temporary ice garden. The image is simply ice layers, a portion of which is reflecting light off a canyon wall hundreds of feet above. The bluish white ice in the foreground is the highest layer apparently having slowly melted and refroze over 4-5 days forming this whimsical flowing pattern before dripping off onto the lower layer of darker more translucent ice. I offer this explanation of the image because many people, upon first viewing, had no idea what it actually was. I think even with the explanation, it is hard not to marvel at the magical mix of natures elements in creating temporal moments of pure beauty.",Pigment Ink,25,Limited,a-moment-in-time-zion-national-park.jpg,a-moment-in-time-zion-national-park.jpg,a-moment-in-time-zion-national-park-home.jpg,a-moment-in-time-zion-national-park-biz.jpg,1140,1600,N
